ID,name,address1,address2,city,postalCode,latitude,longitude,phone,stateCode,countryCode,storeHours
2801160000165,UBERTELL COMERCIO E SERVICOS DE TELEFONIA LTDA,"PC RUI BARBOSA, 300, ELVIRA SHOPPING, LOJA 03",,UBERABA,38010-240,-19.74998,-47.93667,(034)33325000,MG,,SEG A SEX: 08:30 às 18:00 - SAB 08:30 às 12:00 - DOM: Fechado
71208516021503,SHOPPING UBERABA - UBERABA,"Av. Santa Beatriz da Silva, 1501",,UBERABA,,-19.7652784,-47.950217,(034) 33198405,MG,,SEG A SÁB 10:00 ás 22:00 - DOM: 14:00 ÁS 20:00
55116290000125,VIVIANE MOUTINHO MENDES MESQUITA LTDA,"AV. SEN MELO VIANA , 135",,ARAGUARI,,-18.6452073,-48.2015591,(034) 35121231,MG,,SEG A SEX: 09:00 ás 18:00 - SAB: 08:0 ás 12:00 - DOM: Fechado
55928607000128,CBB TELECOM LTDA,"AV TIRADENTES, 32",,ARAGUARI,38440-238,-18.6513211,-48.1917494,(034) 35133343,MG,,SEG A SEX: 09:00 ás 18:00 - SAB: 08:30 ás 13:00 - DOM: Fechado
40716608000170,ANT SOLUCOES E SERVICOS DE TELECOMUNICACOES LTDA ME,"RUA ENGENHEIRO PORTELA, 619",,ANAPOLIS,75023-085,-16.3505361,-48.9581336,062 3771-4400,GO,,SEG A SEX: 09:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747000950,COMCENTER SERVICOS LTDA,"RUA CAPITAO FRANKLIN DE CASTRO, 694",,RIO PARANAIBA,38810-000,-19.1927918,-46.2478889,034 3855-2010,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747001689,COMCENTER SERVICOS LTDA,"RUA SANTA RITA, 67",,PRESIDENTE OLEGARIO,38750-000,-18.4156355,-46.422614,034 3811-1212,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
331835960001613,ALGAR BRODOWSKI,"RUA FLORIANO PEIXOTO, 1200 - CENTRO",,BRODOWSKI,14340-000,-20.988238,-47.657964,034 3321-3100,SP,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
23148967000110,CONECTA TELECOM EIRELI,"Av. Pedro Duarte Amoroso, 276",,CRAVINHOS,14140-000,-21.3373043,-47.7491244,016 2122-2122,SP,,SEG A SEX: 09:00 ás 18:00 - SAB: 09:00 ás 13:00 - DOM: Fechado
343656110001553,ALGAR BURITI ALEGRE,"AVENIDA JOSE MESSIAS FERREIRA, 1580 - SALA 01 - BAIRRO CALADIA",,BURITI ALEGRE,75660-000,-18.134763,-49.042173,064 3444-1256,GO,,SEG A SEX: 08:30 ás 18:00 - SAB: 08:00 ás 13:00 - DOM: Fechado
48460402000103,TELE.COM,"Av. Getúlio Vargas, 313",,PATOS DE MINAS,38700-128,-18.5927871,-46.5166031,(034) 38251200,MG,,SEG A SEX: 08:30 ás 18:00 - SAB: 08:30 ás 12:00 - DOM: Fechado
52981889000139,RS TELECOM LTDA (IDEAL TELECOM ),"Rua José de Santana.351, Centro",,PATOS DE MINAS,38700-052,-18.5883652,-46.509561,(034) 38211547,MG,,SEG A SEX: 08:30 ás 18:00 - SAB: 08:30 ás 12:00 - DOM: Fechado
3318359600016114,ALGAR MONTE SANTO DE MINAS,"RUA ANTENOR CARVALHES, 456 - CENTRO",,MONTE SANTO DE MINAS,37968-000,,,(35)3591-1544,MG,,SEG A SEX: 08:00 ás 17:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
016336870001654,ALGAR LUZ,"Av. Dr. Josaphat Macedo, 563, Centro",,LUZ,35595-000,-19.793474,-45.680985,037 3421-4141,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
343656110001557,ALGAR CENTRALINA,"AVENIDA AFONSO PENA, 778 - BAIRRO CENTRO",,CENTRALINA,38390-000,-18.585789,-49.197837,034 3267-2585,MG,,SEG A SEX: 08:30 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
3932921000180,COSMONET FIBRA TELECOMUNICACOES LTDA,"R CAMPINAS, 811",,COSMOPOLIS,13150-000,-22.6535237,-47.1826204,019 3800-1451,SP,,SEG A SEX: 09:00 ás 18:00 - SAB: 09:00 ás 12:00 - DOM: Fechado
24436244000180,FIGALVES TELECOM E LOGISTICA LTDA,"Av. Conselheiro Nébias, 447",,SANTOS,,-23.9510248,-46.3221444,013 30101212,SP,,SEG A SEX: 09:00 ás 12:00 e 14:00 às 18:00-  SAB: 09:00 ás 12:00 - DOM: Fechado
17294428000197,RODRIGO G. DE OLIVEIRA - ME,"PRACA SETE DE SETEMBRO, 397",,SAO JOAQUIM DA BARRA,14600-000,-20.584982,-47.865327,016 3818-1000,SP,,SEG A SEX: 09:00 ás 18:00 - SAB: 08:30 ás 12:30 - DOM: Fechado
3318359600016115,ALGAR PIRAJUBA,"RUA ANTONIO SOUZA, 7 - CENTRO",,PIRAJUBA,38210-000,-19.907785,-48.700198,017 3331-2030,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
123247750001001,ALGAR ARAMINA,"PRACA MARCELO CAGLIARI, 476 - BAIRRO CENTRO -",,ARAMINA,14550-000,-20.088301,-47.788641,016 3752-2121,SP,,SEG A SEX: 09:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747001840,COMCENTER SERVICOS LTDA,"AVENIDA JOSE ANIBAL SOARES OLIVEIRA, 93",,ITUVERAVA,14500-000,-20.334789,-47.7909652,016 3839-1000,SP,,SEG A SEX: 08:30 ás 18:00 - SAB: 08:30 ás 12:00 - DOM: Fechado
19885747001921,COMCENTER SERVICOS LTDA,"PRAÇA RUI BARBOSA, 11",,IGARAPAVA,14540-000,-20.040098,-47.7474803,3438239575,SP,,SEG A SEX: 08:30 ás 18:00 - SAB: 08:30 ás 12:00 - DOM: Fechado
34365611000155,4W TELECOM COMERCIAL LTDA,"RUA BUENO BRANDAO, 184",,TUPACIGUARA,38480-000,-18.5993177,-48.6965088,034 3281-9000,MG,,SEG A SEX: 08:30 ás 18:00 - SAB: 08:00 ás 13:00 - DOM: Fechado
231489670001106,ALGAR PARANAIBA,"RUA GENEROSO PONCE, 1609 - BAIRRO CENTRO",,PARANAIBA,79500-000,-19.676258,-51.195696,067 3669-3179,MS,,SEG A SEX: 6:50 ás 17:00 - SAB: 09:00 ás 12:59 - DOM: Fechado
231489670001103,ALGAR IPIACU,"AVENIDA MILTON CAMPOS, 237 - BAIRRO CENTRO",,IPIAÇU,38350-000,-18.692449,-49.942746,034 3252-1515,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747001760,COMCENTER SERVICOS LTDA,"AVENIDA ENIO GONCALVES, 50",,SANTA JULIANA,38175-000,-19.3103202,-47.5335754,034 3354-1532,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
35789667000108,NET MATAO PROVEDOR DE INTERNET LTDA,"RUA SAO LOURENCO, 1750",,MATAO,15990-060,-22.8330209,-47.1687467,016 3504-1700,SP,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
3318359600016110,ALGAR FRUTAL - PÇ DA MATRIZ,"PÇ DA MATRIZ, 99 - SALA 5 - CENTRO",,FRUTAL,38200-056,-20.024395,-48.938797,016 3664-0333,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
331835960001619,ALGAR FRUTAL - JOSÉ DE PAULA,"RUA CORONEL JOSÉ DE PAULA, 300 - CENTRO",,FRUTAL,38200-056,-20.023924,-48.938608,016 3665-1779,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
1633687000165,A S SERVICOS E COMERCIO EM TELECOMUNICACOES EIRELI,"AVENIDA DOM CRISTIANO, 371",,PERDIGAO,35545-000,-19.9527242,-45.0816654,037 3287-9918,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
331835960001615,ALGAR TELECOM CAMPO FLORIDO,"RUA MINAS GERAIS, 15 - CENTRO",,CAMPO FLORIDO,38130-000,,,(34)3322-1101,MG,,SEG A SEX: 08:00 ás 17:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
52465616000131,HOPE TELECOM SOUZA LTDA,"PRAÇA PEDRO NESTOR, 422, CENTRO, PARA DE MINAS/MG",,PARA DE MINAS,,-19.861645,-44.607038,(037) 996609119,MG,,SEG A SEX: 08:30 ás 18:30 - SAB: 08:30 ás 12:00 - DOM: Fechado
5385506000180,NEW TELECOM /VASITTO,R Benedito Valadares 162,,PARA DE MINAS,35660-630,-19.864232,-44.6052721,(037) 32315000,MG,,SEG A SEX: 08:30 ás 18:00 - SAB: 08:30 ás 12:00 - DOM: Fechado
3318359600016117,ALGAR PRATA - DOM EDUARDO,"RUA DOM EDUARDO, 766 - CENTRO",,PRATA,38140-000,-19.306149,-48.924459,034 3421-8282,MG,,Recuperando dados. Aguarde alguns segundos e tente cortar ou copiar novamente.
3318359600016118,ALGAR PRATA - JOAQ. FERNANDES,"RUA JOAQUIM FERNANDES, 89 - CENTRO -",,PRATA,38140-000,-19.307964,-48.926379,034 3421-8282,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
331835960001611,ALGAR  IBIRACI,"RUA SEIS DE ABRIL, 909 - CENTRO",,IBIRACI,37990-000,20.463859,-47.124514,(035)3544-2049,MG,,SEG A SEX: 08:00 ás 17:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
24529142000109,FV DINIZ COMERCIO DE TELEFONIA,"Rua Mosenhor Rosa, 1989, Centro",,FRANCA,14400-670,-20.539692,-47.385939,(016) 3711-1300 (016) 3711-1301,SP,,SEG A SEX: 09:00 ás 18:00 - SAB: 09:00 ás 13:00 - DOM: Fechado
57952593000103,AHEMA TELECOM SERVICOS DE TELEFONIA E TECNOLOGIA LTDA,Av. Brasil 1160 Bairro Vila Aparecida,,FRANCA,,-24.44895,-48.713708,(16)999961670,SP,,SEG A SEX: 09:00 ás 18:00 - SAB: 09:00 ás 13:00 - DOM: Fechado
71208516021854,FRANCA SHOPPING - FRANCA,"Av. Rio Negro, 1100",,FRANCA,,-20.547747,-47.416751,(016) 37111302,SP,,SEG A SÁB 10:00 ás 22:00 - DOM: 14:00 ÁS 20:00
3318359600016113,ALGAR MIGUELOPOLIS,"RUA ANTONIO BENTO PEIXOTO, 570 - CENTRO",,MIGUELOPOLIS,14530-000,-20.178522,-48.03055,035 3591-1544,SP,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
33183596000161,MINAS TELECOMUNICACOES EIRELI,R APARECIDA DO TABOADO 2800,,SAO JOSE DO RIO PRETO,15043-100,-20.7898499,-49.3963211,017 3513 9370,SP,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
3318359600016111,ALGAR GUAIRA - RUA 10,"AV 7, 598 - CENTRO - GUAIRA - SP",,GUAIRA,,,,016 3669-1535,SP,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
3318359600016112,ALGAR GUAIRA - RUA 10,"RUA 10, 595 - CENTRO",,GUAIRA,14790-000,-20.321018,-48.311398,,SP,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
016336870001655,ALGAR MOEMA,"RUA CAETES, 715 - CENTRO",,MOEMA,35604-000,,,037 3525-0230,MG,,SEG A SEX: 09:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
343656110001554,ALGAR CACHOEIRA DOURADA,"AVENIDA FRANCISCO ABDON MARQUES, 187 A - QUADRA 52 - LOTE 01 - SETOR SUDESTE",,CACHOEIRA DOURADA,75560-000,-18.495445,-49.47162,064 3434-1000,GO,,SEG A SEX: 08:30 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
3586808000190,CENTRAL CELULAR ITUIUTABA LTDA,"R Vinte  e Quatro , 945 B",,ITUIUTABA,38300-078,-18.5225181,-49.5033005,(034) 32689800,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00ás 13:00 - DOM: Fechado
52991111000100,CENTRO TECH LTDA,"R VINTE , 888",,ITUIUTABA,,-18.5213437,-49.5027928,(034) 32684886,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
3318359600016120,ALGAR SANTO ANTONIO DA ALEGRIA,"R NOVE DE JULHO, 323 - CENTRO",,SANTO ANTONIO DA ALEGRIA,14390-000,,,034 3421-8282,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747001093,COMCENTER SERVICOS LTDA,"RUA EURIPEDES RIBEIRO, 954",,LAGOA FORMOSA,38720-000,-18.776557,-46.405274,034 3824-0356,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747001417,COMCENTER SERVICOS LTDA,"AVENIDA SANTOS DUMONT, 824",,LAGOA GRANDE,38755-000,-17.8406266,-46.5228389,034 3816-1000,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
231489670001108,ALGAR SANTA VITORIA,"RUA GOIAS, 415 - BAIRRO CENTRO",,SANTA VITORIA,38320-000,-18.840297,-50.123973,034 3251-2110,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747000526,COMCENTER SERVICOS LTDA,"AVENIDA CAMPINA VERDE, 1359",,ITURAMA,38280-000,-19.7222037,-50.1992988,034 3411-5050,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
016336870001653,ALGAR IGUATAMA,"R. 14, 169, Centro",,IGUATAMA,38910-000,-20.176638,-45.708405,037 3353-2974,MG,,SEG A SEX: 09:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747001255,COMCENTER SERVICOS LTDA,"RUA AMAZONAS,118",,LAGAMAR,38785-000,-18.1780286,-46.8036727,034 3812-1838,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747000364,COMCENTER SERVICOS LTDA,"RUA DOUTOR ULYSSES GUIMARAES, 1258",,CARNEIRINHO,38290-000,-19.697696,-50.68568,034 3454-1339,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
231489670001105,ALGAR LIMEIRA DO OESTE,"RUA BRASIL, 816 - SALA 03 - BAIRRO CENTRO",,LIMEIRA DO OESTE,38295-000,,,034 3453-1456,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
52991111000291,CENTRO TECH LTDA,"Rua Osvaldo Cruz, 151 Setor Rodoviario",,ITUMBIARA,75516-020,-18.1600686,-47.9591222,(064) 34307400,GO,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
52991111000372,CENTRO TECH LTDA,"R PE FELIX, 1",,ITUMBIARA,75503-130,-18.4205176,-49.2147906,(064) 34041000,GO,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
331835960001617,ALGAR TELECOM COLOMBIA,"RUA DOM PEDRO II, 346 - CENTRO",,COLOMBIA,14795-000,-20.174316,-48.68955,(17)3335-1143,SP,,SEG A SEX: 08:00 ás 17:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747001336,COMCENTER SERVICOS LTDA,"AVENIDA 11, 768",,CAMPINA VERDE,38270-000,-19.5617965,-50.0162974,034 3412-1105,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
12324775000100,LEAL E QUEIROZ TELECOMUNICACOES LTDA,"RUA VINTE E OITO DE SETEMBRO, 1.993 SALA 03 CENTRO CEP",,SAO CARLOS,38420-000,-20.771399,-47.840769,016 3509-9561,SP,,SEG A SEX: 08:00 ás 18:00 - SAB: 09:00 ás 13:00 - DOM: Fechado
36350865000125,"INOVA SERVICOS, CONSULTORIA E COMERCIO EM TELECOMUNICACOES LTDA","R MELO VIANA, 05",,ITAUNA,35680-048,-20.074742,-44.5761148,037 3204-1168,MG,,SEG A SEX: 09:00 ás 18:00 - SAB: 09:00 ás 13:00 - DOM: Fechado
19885747000283,COMCENTER SERVICOS LTDA,"RUA 09, 2159",,SAO FRANCISCO DE SALES,82600-000,-19.860922,-49.769224,034 3413-1513,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747001174,COMCENTER SERVICOS LTDA,"RUA ORDALIA CARNEIRO DE OLIVEIRA, 188",,NOVA PONTE,,-19.1700144,-47.6730348,034 3356-3895,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747001506,COMCENTER SERVICOS LTDA,"RUA PEREIRA GUIMARAES, 650",,VAZANTE,38780-000,-17.9837283,-46.9090172,034 3813-1105,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
231489670001109,ALGAR SAO SIMAO,"RUA 72, 0 - QUADRA 23A - LOTE 01 - BAIRRO CENTRO",,SAO SIMAO,75890-000,-18.99513,-50.548607,064 3658-1417,GO,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
3318359600016116,ALGAR  PLANURA,"AV SEGISMUNDO NOVAIS, 173 - CENTRO",,PLANURA,38220-000,-20.138338,-48.700758,034 3425-1205,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
7980651000134,K NET CELULAR EIRELI,"PRACA DO MERCADO, 401",,DIVINOPOLIS,35500-048,-20.1395065,-44.887435,0800 000 5959,MG,,SEG A SEX: 08:30 ás 18:00 - SAB: 09:00 ás 12:00 - DOM: Fechado
19885747000445,COMCENTER SERVICOS LTDA,"AVENIDA 9, 498",,ITAPAGIPE,38240-000,-19.906523,-49.3725945,034 3424-3200,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
331835960001614,ALGAR TELECOM CAJURU,"RUA DR MATA, 254 - CENTRO",,CAJURU,14240-000,-21.275413,-47.303797,(16) 3667-3550,SP,,SEG A SEX: 08:00 ás 17:30 - SAB: 08:00 ás 12:00 - DOM: Fechado
343656110001558,ALGAR MONTE ALEGRE DE MINAS,"AVENIDA DEZESSEIS DE SETEMBRO, 285 - BAIRRO CENTRO",,MONTE ALEGRE DE MINAS,38475-000,-18.869205,-48.877019,034 3283-9090,MG,,SEG A SEX: 08:30 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747000798,COMCENTER SERVICOS LTDA,"AVENIDA ZERO ARISTIDES DE MELO, 569",,CARMO DO PARANAIBA,38840-000,-18.996622,-46.309897,034 3851-1305,MG,,SEG A SEX: 08:00 ás 18:00 - SAB: 08:00 ás 12:00 - DOM: Fechado
19885747000879,COMCENTER SERVICOS LTDA,"RUA GOVERNADOR VALADARES, 573",,CARMO DO PARANAIBA,38740-000,,,3438512001,MG,,SEG A SEX: 08:30 ás 18:00 - SAB: 08:30 ás 12:00 - DOM: Fechado
