ID;Nome da Loja;Cidade;UF;Endereço;CEP;Telefone;Tipo de Cadastro;Latitude;Longitude
"5727E2ECF0000081";"Loja Juazeiro/BA";"22 Centro";"BA";"Rua Coronel João Evangelista, 22 Centro - BA, 48903-000";"48903-000";"10517";"Loja";"-7,202050799999999";"-39,3171635"
"5727E2ECF0000082";"Loja Jeremoabo/BA";"37 Centro";"BA";"Pr. Dr. Jonas de Carvalho Gomes, 37 Centro - BA, 48540-000";"48540-000";"10517";"Loja";"-10,069569399999999";"-38,3520099"
"5727E2ECF0000083";"Loja Paulo Afonso/BA";"364 Centro";"BA";"Landulfo Alves, 364 Centro - BA, 48602-490";"48602-490";"10517";"Loja";"-9,4008568";"-38,2209164"
"5727E2ECF0000084";"Loja Camaçari/BA";"23 Centro";"BA";"Rua Adelina de Sá, 23 Centro - BA, 42800-051";"42800-051";"10517";"Loja";"-12,698727499999999";"-38,3237348"
"5727E2ECF0000085";"Loja Timon/MA";"678  Parque Piaui I";"MA";"Av. Pres. Médici, 678  Parque Piaui I - MA, 65631-391";"65631-391";"10517";"Loja";"-5,0938666999999995";"-42,8329562"
"5727E2ECF0000086";"Loja Fortaleza/CE - Sede";"5296 Guararapes";"CE";"Rua Romeu Aldigueri, 5296 Guararapes - CE, 60810-190";"60810-190";"10517";"Loja";"-3,7651055999999996";"-38,482926"
"5727E2ECF0000087";"Loja Apodi/RN";"21 Sao Sebastiao";"RN";"R. Enéas Barbosa, 21 Sao Sebastiao - RN, 59700-000";"59700-000";"10517";"Loja";"-5,6621492";"-37,799282399999996"
"5727E2ECF0000088";"Loja 2 Nossa Senhora Do Socorro/SE";"374 João Alves";"SE";"Avenida José Matos Lima, 374 João Alves - SE, 49155-372";"49155-372";"10517";"Loja";"-10,8554361";"-37,0824088"
"5727E2ECF0000089";"Loja Camocim/CE";"63 Praia";"CE";"Rua Jose de Alencar, 63 Praia - CE, 62400-000";"62400-000";"10517";"Loja";"-2,9043811";"-40,8503632"
"5727E2ECF000008A";"Loja Olinda/PE";"1048 Casa Caiada";"PE";"Avenida Dr Jose Augusto Moreira, 1048 Casa Caiada - PE, 53130-410";"53130-410";"10517";"Loja";"-7,932461399999999";"-34,824060599999996"
"5727E2ECF000008B";"Loja Jaboatão Dos Guararapes/PE";"993 Peidade";"PE";"Avenida Bernardo Vieira de Melo, 993 Peidade - PE, 54410-010";"54410-010";"10517";"Loja";"-8,167777599999999";"-34,9147173"
"5727E2ECF000008C";"Loja Abreu E Lima/PE";"";"PE";"  - PE, ";"";"10517";"Loja";"-7,935148599999999";"-34,908652599999996"
"5727E2ECF000008D";"Loja 2 Aquiraz/CE";"";"CE";"  - CE, ";"";"10517";"Loja";"-3,906275899999999";"-38,3873843"
"5727E2ECF000008E";"Loja 2 Bela Cruz/CE";"";"CE";"  - CE, ";"";"10517";"Loja";"-3,0530863";"-40,1667241"
"5727E2ECF000008F";"Loja 2 Boa Viagem/CE";"";"CE";"  - CE, ";"";"10517";"Loja";"-5,1260161";"-39,7309954"
"5727E2ECF0000090";"Loja 2 Camaragibe/PE";"";"PE";"  - PE, ";"";"10517";"Loja";"-8,0232973";"-34,9944969"
"5727E2ECF0000091";"Loja 2 Canguaretama/RN";"";"RN";"  - RN, ";"";"10517";"Loja";"-6,3791727";"-35,1306466"
"5727E2ECF0000092";"Loja Esperanca/PB";"";"PB";"  - PB, ";"";"10517";"Loja";"-7,2344111";"-35,8689386"
"5727E2ECF0000093";"Loja 2 Granja/CE";"";"CE";"  - CE, ";"";"10517";"Loja";"-3,1184636";"-40,8303492"
"5727E2ECF0000094";"Loja 2 Igarassu/PE";"";"PE";"  - PE, ";"";"10517";"Loja";"-7,842699699999999";"-34,9074381"
"5727E2ECF0000095";"Loja 2 Joao Camara/RN";"";"RN";"  - RN, ";"";"10517";"Loja";"-5,536728999999999";"-35,8141034"
"5727E2ECF0000096";"Loja 2 Mamanguape/PB";"";"PB";"  - PB, ";"";"10517";"Loja";"-6,8382656";"-35,1326671"
"5727E2ECF0000097";"Loja 2 Marechal Deodoro/AL";"";"AL";"  - AL, ";"";"10517";"Loja";"-9,7115387";"-35,8956545"
"5727E2ECF0000098";"Loja 2 Massape/CE";"";"CE";"  - CE, ";"";"10517";"Loja";"-3,526268";"-40,3421014"
"5727E2ECF0000099";"Loja 2 Mauriti/CE";"";"CE";"  - CE, ";"";"10517";"Loja";"-7,382949299999999";"-38,7716665"
"5727E2ECF000009A";"Loja 2 Moreno/PE";"";"PE";"  - PE, ";"";"10517";"Loja";"-8,1183894";"-35,1008129"
"5727E2ECF000009B";"Loja 2 Nova Cruz/RN";"";"RN";"  - RN, ";"";"10517";"Loja";"-6,479966999999999";"-35,431738"
"5727E2ECF000009C";"Loja 2 Nova Russas/CE";"";"CE";"  - CE, ";"";"10517";"Loja";"-4,7066511";"-40,5626139"
"5727E2ECF000009D";"Loja 2 Paracuru/CE";"";"CE";"  - CE, ";"";"10517";"Loja";"-3,4104618";"-39,03015329999999"
"5727E2ECF000009E";"Loja 2 Queimadas/PB";"";"PB";"  - PB, ";"";"10517";"Loja";"-7,3637571";"-35,9023681"
"5727E2ECF000009F";"Loja Recife/PE";"2054 Pina";"PE";"Av. Domingos Ferreira, 2054 Pina - PE, ";"";"10517";"Loja";"-8,1074033";"-34,890852699999996"
"5727E2ECF00000A0";"Loja 2 Santa Cruz/RN";"";"RN";"  - RN, ";"";"10517";"Loja";"-6,2261856";"-36,021248"
"5727E2ECF00000A1";"Loja 2 Santa Quiteria/CE";"";"CE";"  - CE, ";"";"10517";"Loja";"-4,3356427";"-40,154881"
"5727E2ECF00000A2";"Loja Santo Amaro/BA";"63 Centro";"BA";"Av. Viana Bandeira, 63 Centro - BA, 44200-000";"44200-000";"10517";"Loja";"-12,552206";"-38,7068"
"5727E2ECF00000A3";"Loja 2 Sao Caitano/PE";"";"PE";"  - PE, ";"";"10517";"Loja";"-8,3276152";"-36,1370469"
"5727E2ECF00000A4";"Loja 2 Sao Goncalo Do Amarante/CE";"";"CE";"  - CE, ";"";"10517";"Loja";"-3,6072866";"-38,96838839999999"
"5727E2ECF00000A5";"Loja Sao Goncalo Do Amarante/RN";"";"RN";"  - RN, ";"";"10517";"Loja";"-5,7736450999999995";"-35,268041"
"5727E2ECF00000A6";"Loja 2 Sao Lourenco Da Mata/PE";"";"PE";"  - PE, ";"";"10517";"Loja";"-7,994519899999998";"-35,04216220000001"
"5727E2ECF00000A7";"Loja 2 Sao Luis/MA";"";"MA";"  - MA, ";"";"10517";"Loja";"-2,5306721";"-44,2988947"
"5727E2ECF00000A8";"Loja 2 Sape/PB";"";"PB";"  - PB, ";"";"10517";"Loja";"-7,082300099999999";"-35,2443324"
"5727E2ECF00000A9";"Loja Simoes Filhos/BA";"";"BA";"  - BA, ";"";"10517";"Loja";"-12,8091856";"-38,392604"
"5727E2ECF00000AA";"Loja Bom Conselho/PE";"";"PE";"  - PE, ";"";"10517";"Loja";"-9,1696489";"-36,6817063"
